Undisturbed,Type1 disturbed,Type2 disturbed,Type3 disturbed,Type 4 disturbed
0.9652000069618225,0.8569999933242798,0.8844000101089478,0.8179000020027161,0.8963000178337097
0.968500018119812,0.896399974822998,0.9164999723434448,0.8912000060081482,0.9380000233650208
0.9700000286102295,0.9150000214576721,0.8992000222206116,0.92330002784729,0.9398999810218811
0.9675999879837036,0.8847000002861023,0.8686000108718872,0.8986999988555908,0.9223999977111816
0.9657999873161316,0.8305000066757202,0.8043000102043152,0.84170001745224,0.9021000266075134
0.9689000248908997,0.9233999848365784,0.9271000027656555,0.9111999869346619,0.9491000175476074
0.9688000082969666,0.9089000225067139,0.9228000044822693,0.840499997138977,0.914900004863739
0.9695000052452087,0.875,0.8622000217437744,0.8626000285148621,0.9142000079154968
0.9661999940872192,0.9197999835014343,0.9200000166893005,0.9312999844551086,0.9430999755859375
0.97079998254776,0.9369000196456909,0.9057000279426575,0.9225000143051147,0.9419999718666077
0.9692000150680542,0.9089000225067139,0.8597999811172485,0.8399999737739563,0.8866999745368958
0.9660000205039978,0.8536999821662903,0.8327000141143799,0.867900013923645,0.887499988079071
0.9682000279426575,0.8863000273704529,0.9075000286102295,0.8744999766349792,0.9002000093460083
0.9695000052452087,0.8640999794006348,0.8862000107765198,0.9085999727249146,0.9194999933242798
0.9682000279426575,0.9056000113487244,0.8851000070571899,0.8787000179290771,0.909500002861023
0.9692000150680542,0.8988999724388123,0.9135000109672546,0.9451000094413757,0.9387000203132629
0.9682000279426575,0.9061999917030334,0.8245999813079834,0.9269999861717224,0.9386000037193298
0.9702000021934509,0.7961999773979187,0.8169000148773193,0.8270999789237976,0.8603000044822693
0.967199981212616,0.8069999814033508,0.7336000204086304,0.8062999844551086,0.8271999955177307
0.9674000144004822,0.9157000184059143,0.9337999820709229,0.9302999973297119,0.9390000104904175
0.9666000008583069,0.8356000185012817,0.8937000036239624,0.828499972820282,0.900600016117096
0.968999981880188,0.9081000089645386,0.9316999912261963,0.9071999788284302,0.9354000091552734
0.9682999849319458,0.9157999753952026,0.9108999967575073,0.925000011920929,0.9412999749183655
0.9646999835968018,0.8234999775886536,0.8389000296592712,0.7915999889373779,0.8968999981880188
0.9653000235557556,0.934499979019165,0.8835999965667725,0.9444000124931335,0.9448000192642212
0.9657999873161316,0.7627000212669373,0.8120999932289124,0.8097000122070312,0.859000027179718
0.9657999873161316,0.8766999840736389,0.8554999828338623,0.9096999764442444,0.8980000019073486
0.9696999788284302,0.8687999844551086,0.8050000071525574,0.8794999718666077,0.8845000267028809
0.9718000292778015,0.9373999834060669,0.9294000267982483,0.925000011920929,0.9430999755859375
0.9671000242233276,0.8791000247001648,0.8377000093460083,0.9333999752998352,0.9156000018119812
